model_a,model_b,suite,n_tasks,mean_diff,ci_low,ci_high,p_value
codefuse-ai__F2LLM-v2-4B,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.097,0.0455,0.1526,0.0
tencent__KaLM-Embedding-Gemma3-12B-2511,codefuse-ai__F2LLM-v2-4B,lifted,7,0.0032,-0.0735,0.1093,0.9618
codefuse-ai__F2LLM-v2-8B,deepseek-r1,lifted,7,0.1356,-0.0065,0.2734,0.0572
codefuse-ai__F2LLM-v2-8B,deepseek__deepseek-v4-flash,lifted,7,0.1439,-0.0051,0.2882,0.0616
codefuse-ai__F2LLM-v2-8B,glm-4.7,lifted,7,0.1027,-0.049,0.2451,0.1734
codefuse-ai__F2LLM-v2-8B,google__embeddinggemma-300m,lifted,7,0.0102,-0.0815,0.0761,0.7084
codefuse-ai__F2LLM-v2-8B,google__gemini-3-flash-preview,lifted,7,0.0395,-0.0998,0.1743,0.5514
codefuse-ai__F2LLM-v2-8B,google__gemini-3.1-flash-lite-preview,lifted,7,0.1948,-0.0183,0.4034,0.074
google__gemini-3.1-pro-preview,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0317,-0.0499,0.1343,0.5566
codefuse-ai__F2LLM-v2-8B,intfloat__e5-mistral-7b-instruct,lifted,7,0.1911,0.092,0.2863,0.0
codefuse-ai__F2LLM-v2-8B,intfloat__multilingual-e5-base,lifted,7,0.1133,0.0523,0.1849,0.0
codefuse-ai__F2LLM-v2-8B,intfloat__multilingual-e5-large,lifted,7,0.0964,0.0439,0.1527,0.0
codefuse-ai__F2LLM-v2-8B,intfloat__multilingual-e5-large-instruct,lifted,7,0.0486,-0.0032,0.1049,0.0738
codefuse-ai__F2LLM-v2-8B,intfloat__multilingual-e5-small,lifted,7,0.1124,0.0481,0.1832,0.0
jinaai__jina-embeddings-v5-text-nano,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0136,-0.0802,0.1361,0.8866
jinaai__jina-embeddings-v5-text-small,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0182,-0.0706,0.1379,0.8044
codefuse-ai__F2LLM-v2-8B,kimi-k2.6,lifted,7,0.053,-0.0766,0.1575,0.3738
codefuse-ai__F2LLM-v2-8B,minimax-m2.7,lifted,7,0.0974,-0.0534,0.2332,0.1956
codefuse-ai__F2LLM-v2-8B,ncbi__MedCPT,lifted,7,0.1877,0.0791,0.3027,0.0004
nvidia__llama-embed-nemotron-8b,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0105,-0.0608,0.1106,0.8824
codefuse-ai__F2LLM-v2-8B,qwen3.6-27b,lifted,7,0.0263,-0.1003,0.1353,0.6348
codefuse-ai__F2LLM-v2-8B,qwen3.6-35b-a3b,lifted,7,0.0202,-0.1055,0.1198,0.6634
codefuse-ai__F2LLM-v2-8B,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0994,0.0404,0.1621,0.0
tencent__KaLM-Embedding-Gemma3-12B-2511,codefuse-ai__F2LLM-v2-8B,lifted,7,0.0008,-0.0833,0.1134,0.9256
deepseek-r1,deepseek__deepseek-v4-flash,lifted,7,0.0083,-0.0246,0.0382,0.598
glm-4.7,deepseek-r1,lifted,7,0.033,0.0035,0.062,0.0288
google__embeddinggemma-300m,deepseek-r1,lifted,7,0.1254,0.0446,0.2088,0.0012
google__gemini-3-flash-preview,deepseek-r1,lifted,7,0.0961,-0.0042,0.1874,0.0588
deepseek-r1,google__gemini-3.1-flash-lite-preview,lifted,7,0.0591,-0.0189,0.1333,0.1304
google__gemini-3.1-pro-preview,deepseek-r1,lifted,7,0.1673,0.0969,0.2362,0.0
deepseek-r1,intfloat__e5-mistral-7b-instruct,lifted,7,0.0554,-0.0657,0.1765,0.4076
intfloat__multilingual-e5-base,deepseek-r1,lifted,7,0.0223,-0.0687,0.097,0.5632
intfloat__multilingual-e5-large,deepseek-r1,lifted,7,0.0393,-0.0551,0.1211,0.382
intfloat__multilingual-e5-large-instruct,deepseek-r1,lifted,7,0.0871,-0.0069,0.1767,0.0702
intfloat__multilingual-e5-small,deepseek-r1,lifted,7,0.0232,-0.0658,0.1017,0.558
jinaai__jina-embeddings-v5-text-nano,deepseek-r1,lifted,7,0.1493,0.0845,0.2149,0.0
jinaai__jina-embeddings-v5-text-small,deepseek-r1,lifted,7,0.1539,0.0836,0.2239,0.0
kimi-k2.6,deepseek-r1,lifted,7,0.0827,0.0279,0.1421,0.0008
minimax-m2.7,deepseek-r1,lifted,7,0.0382,-0.0047,0.0771,0.0776
deepseek-r1,ncbi__MedCPT,lifted,7,0.0521,-0.0781,0.1844,0.4648
nvidia__llama-embed-nemotron-8b,deepseek-r1,lifted,7,0.1461,0.0723,0.225,0.0
qwen3.6-27b,deepseek-r1,lifted,7,0.1093,0.0512,0.1662,0.0
qwen3.6-35b-a3b,deepseek-r1,lifted,7,0.1154,0.0489,0.1756,0.0008
sentence-transformers__all-MiniLM-L6-v2,deepseek-r1,lifted,7,0.0363,-0.0627,0.1365,0.489
tencent__KaLM-Embedding-Gemma3-12B-2511,deepseek-r1,lifted,7,0.1365,0.0598,0.2171,0.0
glm-4.7,deepseek__deepseek-v4-flash,lifted,7,0.0412,0.0094,0.0702,0.008
google__embeddinggemma-300m,deepseek__deepseek-v4-flash,lifted,7,0.1337,0.0547,0.2236,0.0
google__gemini-3-flash-preview,deepseek__deepseek-v4-flash,lifted,7,0.1044,0.002,0.202,0.0436
deepseek__deepseek-v4-flash,google__gemini-3.1-flash-lite-preview,lifted,7,0.0509,-0.0341,0.1356,0.2406
google__gemini-3.1-pro-preview,deepseek__deepseek-v4-flash,lifted,7,0.1756,0.1052,0.2497,0.0
deepseek__deepseek-v4-flash,intfloat__e5-mistral-7b-instruct,lifted,7,0.0472,-0.0826,0.1635,0.4762
intfloat__multilingual-e5-base,deepseek__deepseek-v4-flash,lifted,7,0.0306,-0.0701,0.1152,0.4866
intfloat__multilingual-e5-large,deepseek__deepseek-v4-flash,lifted,7,0.0475,-0.0579,0.139,0.3472
intfloat__multilingual-e5-large-instruct,deepseek__deepseek-v4-flash,lifted,7,0.0953,-0.0044,0.1923,0.0694
intfloat__multilingual-e5-small,deepseek__deepseek-v4-flash,lifted,7,0.0315,-0.0648,0.1204,0.4992
jinaai__jina-embeddings-v5-text-nano,deepseek__deepseek-v4-flash,lifted,7,0.1576,0.0953,0.2297,0.0
jinaai__jina-embeddings-v5-text-small,deepseek__deepseek-v4-flash,lifted,7,0.1622,0.0979,0.2385,0.0
kimi-k2.6,deepseek__deepseek-v4-flash,lifted,7,0.091,0.0246,0.1655,0.0016
minimax-m2.7,deepseek__deepseek-v4-flash,lifted,7,0.0465,0.0009,0.0906,0.0462
deepseek__deepseek-v4-flash,ncbi__MedCPT,lifted,7,0.0438,-0.0935,0.1789,0.5608
nvidia__llama-embed-nemotron-8b,deepseek__deepseek-v4-flash,lifted,7,0.1544,0.0815,0.239,0.0
qwen3.6-27b,deepseek__deepseek-v4-flash,lifted,7,0.1176,0.0561,0.1814,0.0
qwen3.6-35b-a3b,deepseek__deepseek-v4-flash,lifted,7,0.1237,0.0607,0.1879,0.0
sentence-transformers__all-MiniLM-L6-v2,deepseek__deepseek-v4-flash,lifted,7,0.0446,-0.0612,0.1548,0.429
tencent__KaLM-Embedding-Gemma3-12B-2511,deepseek__deepseek-v4-flash,lifted,7,0.1448,0.0697,0.2322,0.0
google__embeddinggemma-300m,glm-4.7,lifted,7,0.0924,0.019,0.1753,0.0094
google__gemini-3-flash-preview,glm-4.7,lifted,7,0.0631,-0.0449,0.1603,0.23
glm-4.7,google__gemini-3.1-flash-lite-preview,lifted,7,0.0921,0.0088,0.1762,0.0318
google__gemini-3.1-pro-preview,glm-4.7,lifted,7,0.1343,0.0726,0.2019,0.0
glm-4.7,intfloat__e5-mistral-7b-instruct,lifted,7,0.0884,-0.0362,0.2064,0.1652
glm-4.7,intfloat__multilingual-e5-base,lifted,7,0.0106,-0.0697,0.1172,0.902
intfloat__multilingual-e5-large,glm-4.7,lifted,7,0.0063,-0.1069,0.0949,0.841
intfloat__multilingual-e5-large-instruct,glm-4.7,lifted,7,0.0541,-0.0531,0.1481,0.2902
glm-4.7,intfloat__multilingual-e5-small,lifted,7,0.0098,-0.0752,0.1136,0.901
jinaai__jina-embeddings-v5-text-nano,glm-4.7,lifted,7,0.1163,0.0628,0.1831,0.0
jinaai__jina-embeddings-v5-text-small,glm-4.7,lifted,7,0.1209,0.0641,0.1907,0.0
kimi-k2.6,glm-4.7,lifted,7,0.0497,-0.0005,0.1083,0.052
minimax-m2.7,glm-4.7,lifted,7,0.0053,-0.0395,0.0401,0.746
glm-4.7,ncbi__MedCPT,lifted,7,0.0851,-0.0502,0.2177,0.2258
nvidia__llama-embed-nemotron-8b,glm-4.7,lifted,7,0.1132,0.0474,0.1913,0.0
qwen3.6-27b,glm-4.7,lifted,7,0.0764,0.0335,0.1239,0.0
qwen3.6-35b-a3b,glm-4.7,lifted,7,0.0825,0.0348,0.1339,0.0
sentence-transformers__all-MiniLM-L6-v2,glm-4.7,lifted,7,0.0033,-0.109,0.1089,0.9288
tencent__KaLM-Embedding-Gemma3-12B-2511,glm-4.7,lifted,7,0.1035,0.0351,0.1867,0.0
google__embeddinggemma-300m,google__gemini-3-flash-preview,lifted,7,0.0293,-0.0348,0.1233,0.564
google__embeddinggemma-300m,google__gemini-3.1-flash-lite-preview,lifted,7,0.1846,0.0362,0.3314,0.0112
google__gemini-3.1-pro-preview,google__embeddinggemma-300m,lifted,7,0.0419,0.0113,0.0746,0.0056
google__embeddinggemma-300m,intfloat__e5-mistral-7b-instruct,lifted,7,0.1809,0.1213,0.2432,0.0
google__embeddinggemma-300m,intfloat__multilingual-e5-base,lifted,7,0.1031,0.0414,0.1695,0.0006
google__embeddinggemma-300m,intfloat__multilingual-e5-large,lifted,7,0.0861,0.0348,0.15,0.0004
google__embeddinggemma-300m,intfloat__multilingual-e5-large-instruct,lifted,7,0.0384,-0.0046,0.0933,0.089
google__embeddinggemma-300m,intfloat__multilingual-e5-small,lifted,7,0.1022,0.0474,0.1598,0.0
jinaai__jina-embeddings-v5-text-nano,google__embeddinggemma-300m,lifted,7,0.0239,-0.0084,0.0587,0.1556
jinaai__jina-embeddings-v5-text-small,google__embeddinggemma-300m,lifted,7,0.0285,0.0025,0.0599,0.0242
google__embeddinggemma-300m,kimi-k2.6,lifted,7,0.0427,-0.0053,0.09,0.081
google__embeddinggemma-300m,minimax-m2.7,lifted,7,0.0872,0.0123,0.1641,0.022
google__embeddinggemma-300m,ncbi__MedCPT,lifted,7,0.1775,0.0904,0.2734,0.0
nvidia__llama-embed-nemotron-8b,google__embeddinggemma-300m,lifted,7,0.0207,0.0065,0.033,0.0052
google__embeddinggemma-300m,qwen3.6-27b,lifted,7,0.0161,-0.0355,0.07,0.5606
google__embeddinggemma-300m,qwen3.6-35b-a3b,lifted,7,0.01,-0.0314,0.0504,0.626
google__embeddinggemma-300m,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0891,0.0414,0.144,0.0
tencent__KaLM-Embedding-Gemma3-12B-2511,google__embeddinggemma-300m,lifted,7,0.0111,-0.0199,0.0378,0.4528
google__gemini-3-flash-preview,google__gemini-3.1-flash-lite-preview,lifted,7,0.1552,0.0459,0.2819,0.001
google__gemini-3.1-pro-preview,google__gemini-3-flash-preview,lifted,7,0.0712,0.0083,0.1861,0.0004
google__gemini-3-flash-preview,intfloat__e5-mistral-7b-instruct,lifted,7,0.1515,0.0765,0.2347,0.0
google__gemini-3-flash-preview,intfloat__multilingual-e5-base,lifted,7,0.0738,-0.0331,0.1792,0.1856
google__gemini-3-flash-preview,intfloat__multilingual-e5-large,lifted,7,0.0568,-0.0653,0.171,0.2748
google__gemini-3-flash-preview,intfloat__multilingual-e5-large-instruct,lifted,7,0.0091,-0.0941,0.1114,0.7634
google__gemini-3-flash-preview,intfloat__multilingual-e5-small,lifted,7,0.0729,-0.0209,0.1682,0.1068
jinaai__jina-embeddings-v5-text-nano,google__gemini-3-flash-preview,lifted,7,0.0532,0.0092,0.1222,0.003
jinaai__jina-embeddings-v5-text-small,google__gemini-3-flash-preview,lifted,7,0.0578,0.0045,0.1374,0.0116
google__gemini-3-flash-preview,kimi-k2.6,lifted,7,0.0134,-0.058,0.0684,0.6506
google__gemini-3-flash-preview,minimax-m2.7,lifted,7,0.0579,-0.0104,0.1268,0.092
google__gemini-3-flash-preview,ncbi__MedCPT,lifted,7,0.1482,0.0815,0.223,0.0
nvidia__llama-embed-nemotron-8b,google__gemini-3-flash-preview,lifted,7,0.05,-0.0063,0.1402,0.1552
qwen3.6-27b,google__gemini-3-flash-preview,lifted,7,0.0132,-0.0663,0.1383,0.7908
qwen3.6-35b-a3b,google__gemini-3-flash-preview,lifted,7,0.0193,-0.0491,0.1302,0.687
google__gemini-3-flash-preview,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0598,-0.0187,0.1485,0.1494
tencent__KaLM-Embedding-Gemma3-12B-2511,google__gemini-3-flash-preview,lifted,7,0.0404,-0.0032,0.1047,0.093
google__gemini-3.1-pro-preview,google__gemini-3.1-flash-lite-preview,lifted,7,0.2264,0.0803,0.3685,0.0
intfloat__e5-mistral-7b-instruct,google__gemini-3.1-flash-lite-preview,lifted,7,0.0037,-0.1767,0.1801,0.9478
intfloat__multilingual-e5-base,google__gemini-3.1-flash-lite-preview,lifted,7,0.0815,-0.0803,0.2173,0.3028
intfloat__multilingual-e5-large,google__gemini-3.1-flash-lite-preview,lifted,7,0.0984,-0.0709,0.2492,0.2246
intfloat__multilingual-e5-large-instruct,google__gemini-3.1-flash-lite-preview,lifted,7,0.1462,-0.0218,0.3011,0.0834
intfloat__multilingual-e5-small,google__gemini-3.1-flash-lite-preview,lifted,7,0.0823,-0.0734,0.2243,0.2824
jinaai__jina-embeddings-v5-text-nano,google__gemini-3.1-flash-lite-preview,lifted,7,0.2084,0.0866,0.3298,0.0004
jinaai__jina-embeddings-v5-text-small,google__gemini-3.1-flash-lite-preview,lifted,7,0.213,0.0842,0.3417,0.0008
kimi-k2.6,google__gemini-3.1-flash-lite-preview,lifted,7,0.1418,0.0344,0.2505,0.0054
minimax-m2.7,google__gemini-3.1-flash-lite-preview,lifted,7,0.0974,0.016,0.1742,0.0146
ncbi__MedCPT,google__gemini-3.1-flash-lite-preview,lifted,7,0.0071,-0.1622,0.1804,0.9282
nvidia__llama-embed-nemotron-8b,google__gemini-3.1-flash-lite-preview,lifted,7,0.2053,0.0672,0.3472,0.0048
qwen3.6-27b,google__gemini-3.1-flash-lite-preview,lifted,7,0.1685,0.0457,0.2935,0.0052
qwen3.6-35b-a3b,google__gemini-3.1-flash-lite-preview,lifted,7,0.1746,0.0459,0.3002,0.0054
sentence-transformers__all-MiniLM-L6-v2,google__gemini-3.1-flash-lite-preview,lifted,7,0.0954,-0.0735,0.2554,0.25
tencent__KaLM-Embedding-Gemma3-12B-2511,google__gemini-3.1-flash-lite-preview,lifted,7,0.1956,0.064,0.3307,0.0042
google__gemini-3.1-pro-preview,intfloat__e5-mistral-7b-instruct,lifted,7,0.2227,0.1348,0.3158,0.0
google__gemini-3.1-pro-preview,intfloat__multilingual-e5-base,lifted,7,0.145,0.0826,0.218,0.0
google__gemini-3.1-pro-preview,intfloat__multilingual-e5-large,lifted,7,0.128,0.0768,0.1967,0.0
google__gemini-3.1-pro-preview,intfloat__multilingual-e5-large-instruct,lifted,7,0.0802,0.0252,0.148,0.0
google__gemini-3.1-pro-preview,intfloat__multilingual-e5-small,lifted,7,0.1441,0.0807,0.2152,0.0
google__gemini-3.1-pro-preview,jinaai__jina-embeddings-v5-text-nano,lifted,7,0.018,-0.0198,0.0697,0.4988
google__gemini-3.1-pro-preview,jinaai__jina-embeddings-v5-text-small,lifted,7,0.0134,-0.0214,0.0573,0.536
google__gemini-3.1-pro-preview,kimi-k2.6,lifted,7,0.0846,0.0345,0.1442,0.0
google__gemini-3.1-pro-preview,minimax-m2.7,lifted,7,0.1291,0.0606,0.2075,0.0
google__gemini-3.1-pro-preview,ncbi__MedCPT,lifted,7,0.2194,0.1172,0.3445,0.0
google__gemini-3.1-pro-preview,nvidia__llama-embed-nemotron-8b,lifted,7,0.0212,-0.0026,0.0513,0.0884
google__gemini-3.1-pro-preview,qwen3.6-27b,lifted,7,0.058,0.0295,0.0891,0.0
google__gemini-3.1-pro-preview,qwen3.6-35b-a3b,lifted,7,0.0518,0.0264,0.0739,0.0002
google__gemini-3.1-pro-preview,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.131,0.0629,0.2037,0.0
google__gemini-3.1-pro-preview,tencent__KaLM-Embedding-Gemma3-12B-2511,lifted,7,0.0308,-0.0072,0.0879,0.2086
intfloat__multilingual-e5-base,intfloat__e5-mistral-7b-instruct,lifted,7,0.0778,-0.0098,0.1784,0.0962
intfloat__multilingual-e5-large,intfloat__e5-mistral-7b-instruct,lifted,7,0.0947,0.007,0.1911,0.0286
intfloat__multilingual-e5-large-instruct,intfloat__e5-mistral-7b-instruct,lifted,7,0.1425,0.0724,0.2221,0.0
intfloat__multilingual-e5-small,intfloat__e5-mistral-7b-instruct,lifted,7,0.0786,0.0055,0.1662,0.0304
jinaai__jina-embeddings-v5-text-nano,intfloat__e5-mistral-7b-instruct,lifted,7,0.2047,0.1366,0.2746,0.0
jinaai__jina-embeddings-v5-text-small,intfloat__e5-mistral-7b-instruct,lifted,7,0.2093,0.1418,0.277,0.0
kimi-k2.6,intfloat__e5-mistral-7b-instruct,lifted,7,0.1381,0.0542,0.2251,0.0
minimax-m2.7,intfloat__e5-mistral-7b-instruct,lifted,7,0.0937,-0.013,0.2037,0.09
ncbi__MedCPT,intfloat__e5-mistral-7b-instruct,lifted,7,0.0034,-0.0788,0.1037,0.9936
nvidia__llama-embed-nemotron-8b,intfloat__e5-mistral-7b-instruct,lifted,7,0.2016,0.1336,0.2698,0.0
qwen3.6-27b,intfloat__e5-mistral-7b-instruct,lifted,7,0.1648,0.058,0.2734,0.0002
qwen3.6-35b-a3b,intfloat__e5-mistral-7b-instruct,lifted,7,0.1709,0.0798,0.2653,0.0
sentence-transformers__all-MiniLM-L6-v2,intfloat__e5-mistral-7b-instruct,lifted,7,0.0917,0.0383,0.1588,0.0
tencent__KaLM-Embedding-Gemma3-12B-2511,intfloat__e5-mistral-7b-instruct,lifted,7,0.1919,0.1322,0.2526,0.0
intfloat__multilingual-e5-large,intfloat__multilingual-e5-base,lifted,7,0.0169,-0.0018,0.0376,0.0874
intfloat__multilingual-e5-large-instruct,intfloat__multilingual-e5-base,lifted,7,0.0647,0.0409,0.0876,0.0
intfloat__multilingual-e5-small,intfloat__multilingual-e5-base,lifted,7,0.0009,-0.0162,0.016,0.8678
jinaai__jina-embeddings-v5-text-nano,intfloat__multilingual-e5-base,lifted,7,0.127,0.0619,0.2173,0.0
jinaai__jina-embeddings-v5-text-small,intfloat__multilingual-e5-base,lifted,7,0.1316,0.062,0.2232,0.0
kimi-k2.6,intfloat__multilingual-e5-base,lifted,7,0.0604,-0.0057,0.1519,0.0914
minimax-m2.7,intfloat__multilingual-e5-base,lifted,7,0.0159,-0.0543,0.1193,0.7836
intfloat__multilingual-e5-base,ncbi__MedCPT,lifted,7,0.0744,-0.0179,0.1797,0.1424
nvidia__llama-embed-nemotron-8b,intfloat__multilingual-e5-base,lifted,7,0.1238,0.0607,0.1981,0.0
qwen3.6-27b,intfloat__multilingual-e5-base,lifted,7,0.087,0.0131,0.1761,0.0032
qwen3.6-35b-a3b,intfloat__multilingual-e5-base,lifted,7,0.0931,0.0233,0.1836,0.0018
sentence-transformers__all-MiniLM-L6-v2,intfloat__multilingual-e5-base,lifted,7,0.014,-0.0276,0.0546,0.5118
tencent__KaLM-Embedding-Gemma3-12B-2511,intfloat__multilingual-e5-base,lifted,7,0.1142,0.047,0.1976,0.0
intfloat__multilingual-e5-large-instruct,intfloat__multilingual-e5-large,lifted,7,0.0478,0.0266,0.0686,0.0
intfloat__multilingual-e5-large,intfloat__multilingual-e5-small,lifted,7,0.0161,-0.0082,0.0448,0.2374
jinaai__jina-embeddings-v5-text-nano,intfloat__multilingual-e5-large,lifted,7,0.11,0.0477,0.201,0.0
jinaai__jina-embeddings-v5-text-small,intfloat__multilingual-e5-large,lifted,7,0.1146,0.0519,0.2047,0.0
kimi-k2.6,intfloat__multilingual-e5-large,lifted,7,0.0434,-0.0245,0.1385,0.3364
intfloat__multilingual-e5-large,minimax-m2.7,lifted,7,0.001,-0.1081,0.0868,0.9006
intfloat__multilingual-e5-large,ncbi__MedCPT,lifted,7,0.0914,-0.005,0.2037,0.0678
nvidia__llama-embed-nemotron-8b,intfloat__multilingual-e5-large,lifted,7,0.1069,0.0552,0.178,0.0
qwen3.6-27b,intfloat__multilingual-e5-large,lifted,7,0.0701,0.0023,0.1599,0.0388
qwen3.6-35b-a3b,intfloat__multilingual-e5-large,lifted,7,0.0762,0.0139,0.1666,0.0
intfloat__multilingual-e5-large,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.003,-0.0378,0.0501,0.9394
tencent__KaLM-Embedding-Gemma3-12B-2511,intfloat__multilingual-e5-large,lifted,7,0.0972,0.0323,0.1805,0.0006
intfloat__multilingual-e5-large-instruct,intfloat__multilingual-e5-small,lifted,7,0.0638,0.0475,0.0798,0.0
jinaai__jina-embeddings-v5-text-nano,intfloat__multilingual-e5-large-instruct,lifted,7,0.0622,0.0138,0.1427,0.0
jinaai__jina-embeddings-v5-text-small,intfloat__multilingual-e5-large-instruct,lifted,7,0.0668,0.0137,0.1478,0.0014
intfloat__multilingual-e5-large-instruct,kimi-k2.6,lifted,7,0.0044,-0.0831,0.0701,0.8238
intfloat__multilingual-e5-large-instruct,minimax-m2.7,lifted,7,0.0488,-0.0536,0.1306,0.3102
intfloat__multilingual-e5-large-instruct,ncbi__MedCPT,lifted,7,0.1391,0.0582,0.2324,0.0
nvidia__llama-embed-nemotron-8b,intfloat__multilingual-e5-large-instruct,lifted,7,0.0591,0.0131,0.1233,0.0006
qwen3.6-27b,intfloat__multilingual-e5-large-instruct,lifted,7,0.0223,-0.0519,0.1119,0.6464
qwen3.6-35b-a3b,intfloat__multilingual-e5-large-instruct,lifted,7,0.0284,-0.0364,0.1139,0.4918
intfloat__multilingual-e5-large-instruct,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0508,0.0299,0.0773,0.0
tencent__KaLM-Embedding-Gemma3-12B-2511,intfloat__multilingual-e5-large-instruct,lifted,7,0.0494,0.0014,0.1216,0.033
jinaai__jina-embeddings-v5-text-nano,intfloat__multilingual-e5-small,lifted,7,0.1261,0.0712,0.2066,0.0
jinaai__jina-embeddings-v5-text-small,intfloat__multilingual-e5-small,lifted,7,0.1307,0.0681,0.2112,0.0
kimi-k2.6,intfloat__multilingual-e5-small,lifted,7,0.0595,-0.0,0.1445,0.0508
minimax-m2.7,intfloat__multilingual-e5-small,lifted,7,0.015,-0.0535,0.1121,0.8012
intfloat__multilingual-e5-small,ncbi__MedCPT,lifted,7,0.0753,-0.0042,0.1611,0.0854
nvidia__llama-embed-nemotron-8b,intfloat__multilingual-e5-small,lifted,7,0.1229,0.0654,0.1897,0.0
qwen3.6-27b,intfloat__multilingual-e5-small,lifted,7,0.0861,0.0112,0.1749,0.0034
qwen3.6-35b-a3b,intfloat__multilingual-e5-small,lifted,7,0.0922,0.023,0.1795,0.0
sentence-transformers__all-MiniLM-L6-v2,intfloat__multilingual-e5-small,lifted,7,0.0131,-0.013,0.0405,0.3554
tencent__KaLM-Embedding-Gemma3-12B-2511,intfloat__multilingual-e5-small,lifted,7,0.1133,0.058,0.1848,0.0
jinaai__jina-embeddings-v5-text-small,jinaai__jina-embeddings-v5-text-nano,lifted,7,0.0046,-0.0068,0.016,0.4396
jinaai__jina-embeddings-v5-text-nano,kimi-k2.6,lifted,7,0.0666,0.041,0.0938,0.0
jinaai__jina-embeddings-v5-text-nano,minimax-m2.7,lifted,7,0.1111,0.0615,0.163,0.0
jinaai__jina-embeddings-v5-text-nano,ncbi__MedCPT,lifted,7,0.2014,0.1149,0.2916,0.0
jinaai__jina-embeddings-v5-text-nano,nvidia__llama-embed-nemotron-8b,lifted,7,0.0032,-0.0252,0.0301,0.8344
jinaai__jina-embeddings-v5-text-nano,qwen3.6-27b,lifted,7,0.0399,-0.0185,0.0839,0.1568
jinaai__jina-embeddings-v5-text-nano,qwen3.6-35b-a3b,lifted,7,0.0338,-0.0106,0.0642,0.125
jinaai__jina-embeddings-v5-text-nano,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.113,0.0594,0.1918,0.0
jinaai__jina-embeddings-v5-text-nano,tencent__KaLM-Embedding-Gemma3-12B-2511,lifted,7,0.0128,-0.0063,0.0319,0.2012
jinaai__jina-embeddings-v5-text-small,kimi-k2.6,lifted,7,0.0712,0.0353,0.1042,0.0
jinaai__jina-embeddings-v5-text-small,minimax-m2.7,lifted,7,0.1157,0.0565,0.1747,0.0
jinaai__jina-embeddings-v5-text-small,ncbi__MedCPT,lifted,7,0.206,0.1098,0.3057,0.0
jinaai__jina-embeddings-v5-text-small,nvidia__llama-embed-nemotron-8b,lifted,7,0.0078,-0.013,0.031,0.525
jinaai__jina-embeddings-v5-text-small,qwen3.6-27b,lifted,7,0.0445,-0.0085,0.0904,0.102
jinaai__jina-embeddings-v5-text-small,qwen3.6-35b-a3b,lifted,7,0.0384,0.0002,0.0711,0.0482
jinaai__jina-embeddings-v5-text-small,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.1176,0.0566,0.1966,0.0
jinaai__jina-embeddings-v5-text-small,tencent__KaLM-Embedding-Gemma3-12B-2511,lifted,7,0.0174,-0.004,0.0403,0.1572
kimi-k2.6,minimax-m2.7,lifted,7,0.0445,0.003,0.0886,0.0336
kimi-k2.6,ncbi__MedCPT,lifted,7,0.1348,0.0384,0.2277,0.0032
nvidia__llama-embed-nemotron-8b,kimi-k2.6,lifted,7,0.0634,0.0209,0.1044,0.0006
qwen3.6-27b,kimi-k2.6,lifted,7,0.0267,-0.0123,0.0856,0.3602
qwen3.6-35b-a3b,kimi-k2.6,lifted,7,0.0328,-0.0047,0.0808,0.1076
kimi-k2.6,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0464,-0.0236,0.134,0.227
tencent__KaLM-Embedding-Gemma3-12B-2511,kimi-k2.6,lifted,7,0.0538,0.0194,0.0923,0.0
minimax-m2.7,ncbi__MedCPT,lifted,7,0.0903,-0.014,0.1945,0.0948
nvidia__llama-embed-nemotron-8b,minimax-m2.7,lifted,7,0.1079,0.0407,0.1806,0.0002
qwen3.6-27b,minimax-m2.7,lifted,7,0.0711,0.0126,0.1453,0.0086
qwen3.6-35b-a3b,minimax-m2.7,lifted,7,0.0772,0.019,0.1437,0.004
minimax-m2.7,sentence-transformers__all-MiniLM-L6-v2,lifted,7,0.0019,-0.0843,0.1031,0.9836
tencent__KaLM-Embedding-Gemma3-12B-2511,minimax-m2.7,lifted,7,0.0983,0.0411,0.1632,0.0
nvidia__llama-embed-nemotron-8b,ncbi__MedCPT,lifted,7,0.1982,0.1073,0.2962,0.0
qwen3.6-27b,ncbi__MedCPT,lifted,7,0.1614,0.0434,0.2983,0.0004
qwen3.6-35b-a3b,ncbi__MedCPT,lifted,7,0.1675,0.0651,0.2909,0.0
sentence-transformers__all-MiniLM-L6-v2,ncbi__MedCPT,lifted,7,0.0884,0.0229,0.1597,0.0008
tencent__KaLM-Embedding-Gemma3-12B-2511,ncbi__MedCPT,lifted,7,0.1886,0.1136,0.2649,0.0
nvidia__llama-embed-nemotron-8b,qwen3.6-27b,lifted,7,0.0368,-0.0092,0.0873,0.1298
